track_year,track_id,track_pos,artist_name,track_name,track_writers,track_votes
1963,2.0,3,"Pino Donaggio,Cocky Mazzetti",Giovane giovane,"P. Donaggio,A. Testa",71
1963,3.0,4,"Wilma De Angelis,Johnny Dorelli",Non costa niente,"G. Calabrese, D. Calcagno,E. Sciorilli",48
1963,4.0,5,"Milva,Luciano Tajoli",Ricorda,"C. Donida,Mogol",45
1963,5.0,6,"Tonina Torrielli,Eugenia Foligatti",Perdonarsi in due,"G. D'Anzi,Pinchi",19
1963,6.0,7,"Aurelio Fierro,Claudio Villa",Occhi neri e cielo blu,"M. Panzeri,D. Pace",16
1963,7.0,8,"Emilio Pericoli,Sergio Bruni",Sull'acqua,"M. Pagano,F. Maresca",14
1963,8.0,9,"Aura D'Angelo,Arturo Testa",Tu venisti dal mare,"F. Rendine,A. Pugliese",12
1963,9.0,10,"Milva,Gianni Lacommare",Non sapevo,"P. Calvi,B. Pallesi",10
1963,10.0,NF,"Gianni Lacommare,Tonina Torrielli",Com'è piccolo il cielo,"Signori,Garavaglia",
1963,11.0,NF,"Joe Sentieri,Johnny Dorelli",Fermate il mondo,"B. Canfora,D. Verde",
1963,12.0,NF,"Ennio Sangiusto,Quartetto Radar",La ballata del pedone,Pierantoni,
1963,13.0,NF,"Ennio Sangiusto,Luciano Tajoli",Le voci,"G. Fallabrino,Medici",
1963,14.0,NF,"Mario Abbate,Quartetto Radar",Oggi non ho tempo,"C. Lojacono,N. Salerno",
1963,15.0,NF,"Tony Renis,Cocky Mazzetti",Perché perché,G. Cichellero,
1963,16.0,NF,"Arturo Testa,Joe Sentieri",Quando ci si vuol bene... (Come noi),"E. Isola, B. Zambrini,G. Calabrese",
1963,17.0,NF,"Wilma De Angelis,Flo Sandon's",Se passerai di qui,"G. C. Testoni,A. Camis",
1963,18.0,NF,"Aurelio Fierro,Sergio Bruni",Un cappotto rivoltato,"O. Leuzzi,F. Specchia",
1963,19.0,NF,"Mario Abbate,Flo Sandon's",Vorrei fermare il tempo,"G. Redi,Franchini",
1964,,1,"Gigliola Cinquetti,Patricia Carli",Non ho l'età (Per amarti),"M. Panzeri, Nisa, G. Colonnello",
1964,1.0,F,"Domenico Modugno,Frankie Laine",Che me ne importa a me,D. Modugno,
1964,2.0,F,"Tony Dallara,Ben E. King",Come potrei dimenticarti,"V. Pallavicini,E. Leoni",
1964,3.0,F,"Gino Paoli,Antonio Prieto",Ieri ho incontrato mia madre,G. Paoli,
1964,4.0,F,"Fabrizio Ferretti,Gil Fields,The Fraternity Brothers",La prima che incontro,"V. Pallavicini,G. Kramer",
1964,5.0,F,"Pino Donaggio,Frankie Avalon",Motivo d'amore,P. Donaggio,
1964,6.0,F,"Roby Ferrante,Paul Anka",Ogni Volta,"C. Rossi,R. Ferrante",
1964,7.0,F,"Little Tony,Gene Pitney",Quando vedrai la mia ragazza,"C. Rossi,E. Ciacci",
1964,8.0,F,"Bruno Filippini,Gil Fields,The Fraternity Brothers",Sabato sera,"B. Pallesi,W. Malgoni",
1964,9.0,F,"Remo Germani,Nino Tempo,April Stevens",Stasera no no no,"V. Pallavicini,E. Roncarati",
1964,10.0,F,"Robertino,Bobby Rydell",Un bacio piccolissimo,"G. Ornati,G. Mescoli",
1964,11.0,F,"Bobby Solo,Frankie Laine",Una lacrima sul viso,"Mogol,B. Solo",
1964,12.0,NF,"Giorgio Gaber,Patricia Carli",Così felice,G. Gaber,
1964,13.0,NF,"Fausto Cigliano,Gene Pitney",E se domani,"G. Calabrese,C. A. Rossi",
1964,14.0,NF,"Tony Renis,Frankie Avalon",I sorrisi di sera,"Mogol, A. Testa,T. Renis",
1964,15.0,NF,"Piero Focaccia,Bobby Rydell",L'inverno cosa fai?,"N. Salerno,G. Colonnello",
1964,16.0,NF,"Milva,Frida Boccara",L'ultimo tram,"G. Calabrese,E. Sciorilli",
1964,17.0,NF,"Cocky Mazzetti,Los Hermanos Rigual",Mezzanotte,"C. Rossi,A. Rotunno",
1964,18.0,NF,"Claudio Villa,Peggy March",Passo su passo,"F. Migliacci,U. Bindi",
1964,19.0,NF,"Emilio Pericoli,Peter Kraus",Piccolo piccolo,"A. Amurri,L. Luttazzi",
1964,20.0,NF,"Aurelio Fierro,Marina Moran",Sole pizza e amore,"T. Giacobetti,A. V. Savona",
1964,21.0,NF,"Laura Villa,Los Hermanos Rigual",Sole sole,"L. Zanin,A. Casadei",
1964,22.0,NF,"Lilly Bonato,Richard Moser jr.",Tu piangi per niente,"V. Pallavicini,P. Soffici",
1964,23.0,NF,"Nicola Arigliano,Peter Kraus",Venti chilometri al giorno,"Mogol,P. Massara",
1965,,1,"Bobby Solo,The New Christy Minstrels","Se piangi, se ridi","Mogol, G. Marchetti, R. Satti",
1965,1.0,F,"Ornella Vanoni,Udo Jürgens",Abbracciami forte,"Mogol,C. Donida",
1965,2.0,F,"Nicola Di Bari,Gene Pitney",Amici miei,"V. Pallavicini,G. Colonnello",
1965,3.0,F,"Fred Bongusto,Kiki Dee",Aspetta domani,"V. Pallavicini,F. Bongusto",
1965,4.0,F,"Gigliola Cinquetti,Connie Francis",Ho bisogno di vederti,"P. Ciampi,R. Ciampi",
1965,5.0,F,"Betty Curtis,Petula Clark",Invece no,"V. Pallavicini,E. Leoni",
1965,6.0,F,"Pino Donaggio,Jody Miller",Io che non vivo (senza te),"V. Pallavicini,P. Donaggio",
1965,7.0,F,"Bruno Filippini,Yukari Ito",L'amore ha i tuoi occhi,"V. Pallavicini,G. Kramer",
1965,8.0,F,"Wilma Goich,The New Christy Minstrels",Le colline sono in fiore,"Mogol, Calibi, C. Donida,R. Angiolini",
1965,9.0,F,"Remo Germani,Le Amiche,Audrey",Prima o poi,"V. Pallavicini, A. Amurri,G. Ferrari",
1965,10.0,F,"Vittorio Inzaina,Les Surfs",Si vedrà,"Alberico Gentile,Calogero Lentini",
1965,11.0,F,"Milva,Bernd Spier",Vieni con noi,"F. Maresca,M. Pagano",
1965,12.0,NF,"John Foster,Joe Damiano",Cominciamo ad amarci,"V. Pallavicini,G. Mescoli",
1965,13.0,NF,"Ricky Gianco,Jody Miller",Devi essere tu,"V. D'Acquisto,R. Gianco",
1965,14.0,NF,"Gianni Mascolo,Dusty Springfield",Di fronte all'amore,"Silvana Simoni,U. Bindi",
1965,15.0,NF,"Don Miko,Timi Yuro",E poi verrà l'autunno,"A. Amurri, Franco Pisano,Aristide Bascerano",
1965,16.0,NF,"Iva Zanicchi,Gene Pitney",I tuoi anni più belli,"Mogol, M. Gaspari,E. Polito",
1965,17.0,NF,"Bruno Lauzi,Kenny Rankin",Il tuo amore,B. Lauzi,
1965,18.0,NF,"Giordano Colombo,Hoagy Lands",Io non volevo,"R. Leva,G. P. Reverberi",
1965,19.0,NF,"Beppe Cardile,Anita Harris",L'amore è partito,B. Cardile,
1965,20.0,NF,"Robertino,Danyel Gérard",Mia cara,"Mogol,P. Massara",
1965,21.0,NF,"Franco Tozzi,Johnny Tillotson",Non a caso il destino (Ci ha fatto incontrare),"Antartide,C. A. Rossi",
1965,22.0,NF,"Peppino Gagliardi,Timi Yuro",Ti credo,"G. Amendola,P. Gagliardi",
1965,23.0,NF,"Fabrizio Ferretti,Dusty Springfield",Tu che ne sai?,"A. Amurri,F. Pisano",
1966,,1,"Domenico Modugno,Gigliola Cinquetti","Dio, come ti amo",D. Modugno,77
1966,1.0,2,"Caterina Caselli,Gene Pitney",Nessuno mi può giudicare,"D. Pace, M. Panzeri, L. Beretta,M. Del Prete",31
1966,2.0,3,"Wilma Goich,Les Surfs",In un fiore,"C. Donida,Mogol",19
1966,3.0,4,"Pino Donaggio,Claudio Villa",Una casa in cima al mondo,"P. Donaggio,V. Pallavicini",16
1966,4.0,5,"Anna Identici,The New Christy Minstrels",Una rosa da Vienna,"G. Guarnieri,B. Lauzi",14
1966,5.0,6 (ex aequo),"Orietta Berti,Ornella Vanoni",Io ti darò di più,"M. Remigi,A. Testa",11
1966,6.0,6 (ex aequo),"Giorgio Gaber,Pat Boone",Mai mai mai Valentina,"G. Colonnello,A. Testa",11
1966,7.0,8,"Edoardo Vianello,Françoise Hardy",Parlami di te,"E. Vianello,V. Pallavicini",9
1966,8.0,9 (ex aequo),"Sergio Endrigo,Chad & Jeremy",Adesso sì,S. Endrigo,8
1966,9.0,9 (ex aequo),"Milva,Richard Anthony",Nessuno di voi,"G. Kramer,V. Pallavicini",8
1966,10.0,9 (ex aequo),"Peppino Gagliardi,Pat Boone",Se tu non fossi qui,"C. A. Rossi,M. Terzi",8
1966,11.0,12,"Remo Germani,Les Surfs",Così come viene,"E. Leoni,V. Pallavicini",6
1966,12.0,13,"Iva Zanicchi,Vic Dana",La notte dell'addio,"A. Amadesi, G. Diverio, M. Remigi,A. Testa",5
1966,13.0,14,"I Ribelli,The New Christy Minstrels",A la buena de Dios,"G. Malgoni,B. Pallesi",1
1966,14.0,NF,"Luciana Turina,Gino",Dipendesse da me,"V. Pallavicini,I. Pattacini",
1966,15.0,NF,"Adriano Celentano,Trio del Clan",Il ragazzo della via Gluck,"L. Beretta, M. Del Prete,A. Celentano",
1966,16.0,NF,"Franco Tozzi,Bobby Vinton",Io non posso crederti,"G. Marchetti,G. Sanjust",
1966,17.0,NF,"Anna Marchetti,Plinio Maggi",Io ti amo,"G. Fallabrino,P. Maggi",
1966,18.0,NF,"Gino Paoli,Ricardo",La carta vincente,G. Paoli,
1966,19.0,NF,"Nicola Di Bari,Gene Pitney",Lei mi aspetta,"V. Pallavicini,A. Baldan Bembo",
1966,20.0,NF,"Lucio Dalla,The Yardbirds",Pafff... bum!,"S. Bardotti,G. F. Reverberi",
1966,21.0,NF,"Giuseppe Di Stefano,P. J. Proby",Per questo voglio te,"Mogol,M. Deponti",
1966,22.0,NF,"Luciano Tomei,Luis Alberto del Paranà,Los Paraguayos",Quando vado sulla riva,"F. Maresca,M. Pagano",
1966,23.0,NF,"Bobby Solo,The Yardbirds",Questa volta,"Mogol,R. Satti",
1966,24.0,NF,"John Foster,Paola Bertoni",Se questo ballo non finisse mai,"V. Pallavicini,G. Mescoli",
1966,25.0,NF,"Equipe 84,The Renegades",Un giorno tu mi cercherai,"Pantros,F. Campanino",
1967,,1,"Claudio Villa,Iva Zanicchi",Non pensare a me,"A. Testa,E. Sciorilli",45
1967,1.0,2,"Annarita Spinaci,Les Surfs",Quando dico che ti amo,"A. Testa,T. Renis",43
1967,2.0,3,"I Giganti,The Bachelors",Proposta,"Albula,G. B. Martelli",28
1967,3.0,4,"Ornella Vanoni,Mario Guarnera",La musica è finita,"Nisa, F. Califano,U. Bindi",24
1967,4.0,5,"Orietta Berti,Les Compagnons de la Chanson","Io, tu e le rose","D. Pace, M. Panzeri, M. G. Gili,L. Barazzetti",15
1967,5.0,6,"Lucio Dalla,The Rokes",Bisogna saper perdere,"G. Cassia,R. Cini",14
1967,6.0,7,"Sergio Endrigo,Memo Remigi",Dove credi di andare,S. Endrigo,12
1967,7.0,8,"Gian Pieretti,Antoine",Pietre,"G. Pieretti,R. Gianco",11
1967,8.0,9,"Johnny Dorelli,Don Backy",L'immensità,"D. Backy, Mogol,D. Mariano",9
1967,9.0,10,"Little Tony,Mario Zelinotti",Cuore matto,"A. Ambrosino,T. Savio",8
1967,10.0,11 (ex aequo),"Pino Donaggio,Carmen Villani",Io per amore,"P. Donaggio, G. Paoli,V. Pallavicini",5
1967,11.0,11 (ex aequo),"Wilma Goich,The Bachelors",Per vedere quant'è grande il mondo,"Mogol,C. Donida",5
1967,12.0,13 (ex aequo),"Giorgio Gaber,Remo Germani",E allora dai,G. Gaber,3
1967,13.0,13 (ex aequo),"Gianni Pettenati,Gene Pitney",La rivoluzione,"Mogol,R. Soffici",3
1967,14.0,NF,"Bobby Solo,Connie Francis",Canta ragazzina,"Prog, I. Pattacini,C. Donida",
1967,15.0,NF,"Riki Maiocchi,Marianne Faithfull",C'è chi spera,"M. Panzeri, D. Pace,G. Colonnello",
1967,16.0,NF,"Luigi Tenco,Dalida","Ciao amore, ciao",L. Tenco,
1967,17.0,NF,"Peppino Di Capri,Dionne Warwick",Dedicato all'amore,"A. Testa, D. Pace,F. Carraresi",
1967,18.0,NF,"Roberta Amadei,Carmelo Pagano",Devi aver fiducia in me,"F. Specchia,R. Martini",
1967,19.0,NF,"Tony Del Monaco,Betty Curtis",È più forte di me,"T. Del Monaco,E. Polito",
1967,20.0,NF,"Fred Bongusto,Anna German",Gi,"V. Pallavicini, A. Amurri,F. Bongusto",
1967,21.0,NF,"Nicola Di Bari,Gene Pitney",Guardati alle spalle,"L. Beretta,D. Pace",
1967,22.0,NF,"Caterina Caselli,Sonny Bono,Cher",Il cammino di ogni speranza,U. Napolitano,
1967,23.0,NF,"Nico Fidenco,Cher",Ma piano (Per non svegliarmi),G. Meccia,
1967,24.0,NF,"Jimmy Fontana,Edoardo Vianello",Nasce una vita,"S. Bardotti,J. Fontana",
1967,25.0,NF,"Mino Reitano,The Hollies",Non prego per me,"Mogol,L. Battisti",
1967,26.0,NF,"Los Marcellos Ferial,The Happenings",Quando vedrò,"M. Terzi,C. A. Rossi",
1967,27.0,NF,"Domenico Modugno,Gidiuli",Sopra i tetti azzurri del mio pazzo amore,"V. Pallavicini,D. Modugno",
1967,28.0,NF,"Donatella Moretti,Bobby Goldsboro",Una ragazza,"V. Pallavicini, B. Pallesi,W. Malgoni",
1967,29.0,NF,"Milva,Los Bravos",Uno come noi,"U. Martucci, G. Bertero,M. Marini",
1968,,1,"Sergio Endrigo,Roberto Carlos",Canzone per te,"S. Endrigo, S. Bardotti",306
1968,1.0,2,"Ornella Vanoni,Marisa Sannia",Casa bianca,"A. Caponi, E. La Valle",255
1968,2.0,3,"Adriano Celentano,Milva",Canzone,"A. Caponi, D. Mariano",251
1968,3.0,4,"Fausto Leali,Wilson Pickett",Deborah,"V. Pallavicini, P. Conte,P. Massara",224
1968,4.0,5,"Antoine,Gianni Pettenati",La tramontana,"D. Pace,M. Panzeri",172
1968,5.0,6,"Anna Identici,The Sandpipers",Quando m'innamoro,"M. Panzeri, D. Pace,R. Livraghi",126
1968,6.0,7,"Massimo Ranieri,I Giganti",Da bambino,"R. Pradella,R. Angiolini",123
1968,7.0,8,"Gigliola Cinquetti,Giuliana Valci",Sera,"R. Vecchioni,A. Lo Vecchio",97
1968,8.0,9,"Al Bano,Bobby Gentry",La siepe,"V. Pallavicini,P. Massara",92
1968,9.0,10,"Little Tony,Mario Guarnera",Un uomo piange solo per amore,"Petaluma, M. Vicari,M. Marrocchi",82
1968,10.0,11,"Wilma Goich,Dino",Gli occhi miei,"Mogol,C. Donida",71
1968,11.0,12,"Annarita Spinaci,Yoko Kishi",Stanotte sentirai una canzone,"T. Queirolo,F. Bracardi",53
1968,12.0,13,"Louis Armstrong,Lara Saint Paul",Mi va di cantare,"V. Buonassisi, G. Bertero, M. Marini,A. Valleroni",49
1968,13.0,14,"Tony Del Monaco,Dionne Warwick",La voce del silenzio,"P. Limiti, Mogol,E. Isola",28
1968,14.0,NF,"Peppino Gagliardi,Eartha Kitt",Che vale per me,"M. Terzi,C. A. Rossi",
1968,15.0,NF,"Tony Renis,Domenico Modugno",Il posto mio,"A. Testa,T. Renis",
1968,16.0,NF,"Nino Ferrer,Pilade",Il re d'Inghilterra,N. Ferrer,
1968,17.0,NF,"Johnny Dorelli,Paul Anka",La farfalla impazzita,"Mogol,L. Battisti",
1968,18.0,NF,"Elio Gandolfi,Shirley Bassey",La vita,"A. Amurri,B. Canfora",
1968,19.0,NF,"The Rokes,The Cowsills",Le opere di Bartolomeo,"S. Bardotti,R. Cini",
1968,20.0,NF,"Pino Donaggio,Timi Yuro",Le solite cose,"V. Pallavicini,P. Donaggio",
1968,21.0,NF,"Giusy Romeo,Sacha Distel",No amore,"V. Pallavicini, P. Conte, M. Deponti,E. Intra",
1968,22.0,NF,"Iva Zanicchi,Udo Jürgens",Per vivere,"Nisa,U. Bindi",
1968,23.0,NF,"Orietta Berti,Piergiorgio Farina",Tu che non sorridi mai,"M. Terzi,S. Sili",
1969,,1,"Bobby Solo,Iva Zanicchi",Zingara,"L. Albertelli, E. Riccardi",237
1969,1.0,2,"Sergio Endrigo,Mary Hopkin",Lontano dagli occhi,"S. Bardotti, S. Endrigo, L. Bacalov",228
1969,2.0,3,"Don Backy,Milva",Un sorriso,"A. Caponi, D. Mariano,Don Backy",178
1969,3.0,4,"Fausto Leali,Tony Del Monaco",Un'ora fa,"L. Beretta, E. Parazzini,G. Intra",154
1969,4.0,5,"Nada,The Rokes",Ma che freddo fa,"F. Migliacci,C. Mattone",141
1969,5.0,6,"Gigliola Cinquetti,France Gall",La pioggia,"D. Pace, G. Argenio, C. Conti,M. Panzeri",116
1969,6.0,7,"Mal,The Showmen",Tu sei bella come sei,"G. Cassia, S. Bardotti, M. Marrocchi,M. Vicari",93
1969,7.0,8,"Caterina Caselli,Johnny Dorelli",Il gioco dell'amore,"F. Migliacci,I. Callegari",86
1969,8.0,9,"Lucio Battisti,Wilson Pickett",Un'avventura,"Mogol,L. Battisti",69
1969,9.0,10,"Orietta Berti,Massimo Ranieri",Quando l'amore diventa poesia,"Mogol,P. Soffici",63
1969,10.0,11,"Carmen Villani,Alessandra Casaccia",Piccola piccola,"V. Buonassisi, G. Bertero, M. Marini,A. Valleroni",59
1969,11.0,12,"Little Tony,Mario Zelinotti",Bada bambina,"F. Migliacci,B. Zambrini",54
1969,12.0,13,"Rita Pavone,Dik Dik",Zucchero,"Mogol, L. Clausetti, R. Soffici, P. Soffici,R. Guscelli",53
1969,13.0,14,"Riccardo Del Turco,Antoine",Cosa hai messo nel caffè?,"G. Bigazzi, R. Del Turco,Reverberi",29
1969,14.0,NF,"Junior Magli,The Casuals",Alla fine della strada,"D. Pace, M. Panzeri,L. Pilat",
1969,15.0,NF,"Wilma Goich,The Sweet Inspirations",Baci baci baci,"S. Bardotti,F. Bracardi",
1969,16.0,NF,"Checco,Elio Gandolfi",Il sole è tramontato,"R. Pradella, C. Marsella, R. Nisi,G. Moschini",
1969,17.0,NF,"Rosanna Fratello,Brenton Wood",Il treno,"V. Pallavicini,E. Isola",
1969,18.0,NF,"New Trolls,Leonardo",Io che ho te,"G. D'Adamo, V. De Scalzi,N. Di Palo",
1969,19.0,NF,"Robertino,Rocky Roberts",Le belle donne,"V. Pallavicini, G. Conte,M. Virano",
1969,20.0,NF,"Mino Reitano,Claudio Villa",Meglio una sera (Piangere da solo),"N. Salerno, A. Salerno, F. Reitano,M. Reitano",
1969,21.0,NF,"Armando Savini,Sonia",Non c'è che lei,"M. Terzi,C. A. Rossi",
1969,22.0,NF,"Gabriella Ferri,Stevie Wonder",Se tu ragazzo mio,"V. Ferri, G. Ferri,P. Pintucci",
1969,23.0,NF,"Memo Remigi,Isabella Iannetti",Una famiglia,"A. Testa,M. Remigi",
1970,,1,"Adriano Celentano,Claudia Mori",Chi non lavora non fa l'amore,"L. Beretta, M. Del Prete, A. Celentano, N. de Luca",344
1970,1.0,2,"Nicola Di Bari,Ricchi e Poveri",La prima cosa bella,"Mogol, M. Scommegna, G. F. Reverberi",309
1970,2.0,3,"Sergio Endrigo,Iva Zanicchi",L'arca di Noè,"S. Endrigo, L. Bacalov",296
1970,3.0,4,"Ornella Vanoni,Camaleonti",Eternità,"G. Bigazzi, C. Cavallaro",235
1970,4.0,5,"Patty Pravo,Little Tony",La spada nel cuore,"Mogol, Donida",133
1970,5.0,6,"Gigliola Cinquetti,Bobby Solo",Romantico blues,"L. Pilat, M. Panzeri,D. Pace",96
1970,6.0,7,"Rosalino Cellamare,Nada",Pa' diglielo a ma',"F. Migliacci, R. Gigli, J. Fontana, M. Cantini,L. Greco",70
1970,7.0,8,"Antoine,Anna Identici",Taxi,"G. Argenio, F. Arrigoni, D. Pace, M. Panzeri,C. Conti",65
1970,8.0,9,"Orietta Berti,Mario Tessuto",Tipitipitì,"L. Pilat, M. Panzeri,D. Pace",62
1970,9.0,10,"Luciano Tajoli,Mal",Sole pioggia e vento,"Mogol,E. Isola",44
1970,10.0,11,"Gianni Nazzaro,Marisa Sannia",L'amore è una colomba,"G. Bigazzi,A. Rosario",41
1970,11.0,12,"Fausto Leali,Carmen Villani",Hippy,"L. Beretta,F. Leali",37
1970,12.0,13,"Tony Renis,Sergio Leonardi",Canzone blu,"Mogol, A. Testa,E. Cesari",28
1970,13.0,14,"Nino Ferrer,Caterina Caselli",Re di cuori,"G. Bigazzi, C. Cavallaro,A. Rosario",24
1970,14.0,NF,"Rocky Roberts,Il Supergruppo",Accidenti,"G. Pieretti,R. Gianco",
1970,15.0,NF,"Rita Pavone,Valeria Mongardini",Ahi ahi ragazzo!,"F. Migliacci,U. Napolitano",
1970,16.0,NF,"Ragazzi della via Gluck,Paolo Mengoli",Ahi! Che male che mi fai,"C. Minellono,S. Cutugno",
1970,17.0,NF,"Pino Donaggio,Sandie Shaw",Che effetto mi fa,"C. Minellono,P. Donaggio",
1970,18.0,NF,"Rosanna Fratello,I Domodossola",Ciao anni verdi,"V. Pallavicini, N. De Luca,A. Celentano",
1970,19.0,NF,"Donatello,Dik Dik",Io mi fermo qui,"L. Albertelli,E. Riccardi",
1970,20.0,NF,"Michele,Lucia Rizzi",L'addio,"S. Bardotti, A. Lo Vecchio, G. Antola, M. Francesio,P. Maggi",
1970,21.0,NF,"Emiliana Perina,Gens",La stagione di un fiore,"L. Rossi, S. Ruisi,G. Marchetti",
1970,22.0,NF,"Renato Rascel,Pio",Nevicava a Roma,"M. Del Prete, L. Beretta, R. Negri,G. Verdecchia",
1970,23.0,NF,"Rossano,Dori Ghezzi",Occhi a mandorla,"V. Pallavicini,P. Soffici",
1970,24.0,NF,"Francesco Banti,Dino Drusiani",Ora vivo,"A. Favata,A. Pagani",
1970,25.0,NF,"Claudio Villa,Tony Del Monaco",Serenata,"G. Bigazzi, E. Polito,A. Rosario",
1971,,1,"Nada,Nicola Di Bari",Il cuore è uno zingaro,"F. Migliacci,C. Mattone",357
1971,1.0,2,"Ricchi e Poveri,José Feliciano",Che sarà,"F. Migliacci, C. Pes,J. Fontana",316
1971,2.0,3,"Lucio Dalla,Equipe 84",4 marzo 1943,"L. Dalla,P. Pallottino",297
1971,3.0,4,"Donatello,Marisa Sannia",Com'è dolce la sera,"L. Albertelli,E. Riccardi",134
1971,4.0,5,"Adriano Celentano,Coro Alpino Milanese",Sotto le lenzuola,"L. Beretta, M. Del Prete,A. Celentano",115
1971,5.0,6,"Domenico Modugno,Carmen Villani",Come stai?,"R. Pazzaglia,D. Modugno",95
1971,6.0,7,"Don Backy,Gianni Nazzaro",Bianchi cristalli sereni,A. Caponi,76
1971,7.0,8,"Al Bano,Aguaviva","13, storia d'oggi","V. Pallavicini,A. Carrisi",69
1971,8.0,9,"Gigliola Cinquetti,Ray Conniff",Rose nel buio,"L. Pilat, M. Panzeri,D. Pace",58
1971,9.0,10,"Caterina Caselli,Dik Dik",Ninna nanna (Cuore mio),"L. Albertelli,E. Riccardi",56
1971,10.0,11,"Pino Donaggio,Peppino Di Capri",L'ultimo romantico,"V. Pallavicini,P. Donaggio",50
1971,11.0,12,"Little Tony,Formula 3",La folle corsa,"Mogol,C. Donida",43
1971,12.0,13,"Sergio Endrigo,New Trolls",Una storia,S. Endrigo,30
1971,13.0,14,"Sergio Menegale,Wallace Collection",Il sorriso il paradiso,"S. Menegale,G. D'Errico",18
1971,14.0,NF,"Rosanna Fratello,Nino Ferrer",Amsterdam,"D. Pace, M. Panzeri,P. Calvi",
1971,15.0,NF,"Maurizio & Fabrizio,Protagonisti",Andata e ritorno,"D. Renzetti,L. Albertelli",
1971,16.0,NF,"Paolo Mengoli,Mark,Martha",I ragazzi come noi,"E. Lombardi,G. Balducci",
1971,17.0,NF,"Antoine,Anna Identici",Il dirigibile,"L. Albertelli,M. Fabrizio",
1971,18.0,NF,"I Giganti,Fabio Trioli",Il viso di lei,"Baracuda, V. Tempera,S. Scandolara",
1971,19.0,NF,"Jordan,Gens",Lo schiaffo,"G. Deriu,V. Barsanti",
1971,20.0,NF,"Edda Ollari,Lorenza Visconti",L'ora giusta,"C. Conti, D. Pace, M. Panzeri,G. Argenio",
1971,21.0,NF,"Nomadi,Mal",Non dimenticarti di me,"Mogol,M. Lavezzi",
1971,22.0,NF,"Pio,Mau Cristiani",Occhi bianchi e neri,"E. Sciorilli, A. Testa,M. Del Prete",
1971,23.0,NF,"Piero Focaccia,Mungo Jerry",Santo Antonio Santo Francisco,"V. Pallavicini,P. Conte",
1972,,1,Nicola Di Bari,I giorni dell'arcobaleno,"M. Scommegna, D. Masini, P. Pintucci",343
1972,1.0,2,Peppino Gagliardi,Come le viole,"P. Gagliardi,G. Amendola",168
1972,2.0,3,Nada,Il re di denari,"C. Mattone,F. Migliacci",141
1972,3.0,4,Gianni Morandi,Vado a lavorare,"F. Migliacci, Petaluma, M. Marrocchi,V. Tariciotti",139
1972,4.0,5,Gianni Nazzaro,Non voglio innamorarmi mai,"M. Signorini,G. Bigazzi",114
1972,5.0,6,Delirium,Jesahel,"O. Prudente,I. Fossati",105
1972,6.0,7,Marcella Bella,Montagne verdi,"G. Bigazzi,G. Bella",84
1972,7.0,8,Lucio Dalla,Piazza Grande,"L. Dalla, R. Cellamare, G. Baldazzi,S. Bardotti",68
1972,8.0,9,Gigliola Cinquetti,Gira l'amore (Caro bebè),"M. Panzeri,D. Pace",67
1972,9.0,10,Donatello,Ti voglio,"R. Sanna,D.L. Pieretti",63
1972,10.0,11,Ricchi e Poveri,Un diadema di ciliegie,R. Bertola,57
1972,11.0,12,Milva,Mediterraneo,"L. Albertelli,E. Riccardi",43
1972,12.0,13,Lara Saint Paul,Se non fosse fra queste mie braccia lo inventerei,"E. Suligoj,L. Beretta",38
1972,13.0,14,Domenico Modugno,Un calcio alla città,"D. Modugno, M. Castellacci,R. Pazzaglia",28
1972,14.0,NF,Rita Pavone,Amici mai,"Caviri,M. Cantini",
1972,15.0,NF,Pino Donaggio,Ci sono giorni,"V. Pallavicini,P. Donaggio",
1972,16.0,NF,Aguaviva,Ciao amico ciao,"M. Remigi,C. Minellono",
1972,17.0,NF,Anna Identici,Era bello il mio ragazzo,"G. Guarnieri,P. P. Preti",
1972,18.0,NF,Michele,Forestiero,"S. Scandolara, S. Bardotti, C. Castellari,C. Castellari",
1972,19.0,NF,Carla Bissi,Il mio cuore se ne va,"M. Remigi,Spiker",
1972,20.0,NF,Fausto Leali,L'uomo e il cane,"F. Leali,M. Cantù",
1972,21.0,NF,Marisa Sacchetto,La foresta selvaggia,"P. Limiti,C. Cavallaro",
1972,22.0,NF,Delia,Per amore ricomincerei,"M. Terzi, A. Salerno,C. Dammicco",
1972,23.0,NF,Angelica,Portami via,"M. Mellier,L. Medini",
1972,24.0,NF,Tony Cucchiara,Preghiera,T. Cucchiara,
1972,25.0,NF,Bobby Solo,Rimpianto,"E. Riccardi,L. Albertelli",
1972,26.0,NF,Roberto Carlos,Un gatto nel blu,"G. Savio, G. Bigazzi",
1972,27.0,NF,I Nuovi Angeli,Un viaggio in Inghilterra,"R. Sanna, D.L. Pieretti",
1973,,1,Peppino Di Capri,Un grande amore e niente più,"F. Califano, G. Wright, G. Faiella, C. Mattone",1.710
1973,1.0,2,Peppino Gagliardi,Come un ragazzino,"G. Amendola, P. Gagliardi",1.482
1973,2.0,3,Milva,Da troppo tempo,"L. Albertelli, G. Colonnello",1.463
1973,3.0,4,Ricchi e Poveri,Dolce frutto,"C. Minellono,U. Balsamo",1.430
1973,4.0,5,Gilda Giuliani,Serena,"V. Pallavicini,G. Mescoli",1.413
1973,5.0,6,"Wess,Dori Ghezzi",Tu nella mia vita,"Lubiak, F. Monti Arduini",1.295
1973,6.0,7,Roberto Vecchioni,L'uomo che si gioca il cielo a dadi,R. Vecchioni,1.246
